Rok;Statistika;Hodnota leden;Datum leden;Hodnota únor;Datum únor;Hodnota bøezen;Datum bøezen;Hodnota duben;Datum duben;Hodnota kvìten;Datum kvìten;Hodnota èerven;Datum èerven;Hodnota èervenec;Datum èervenec;Hodnota srpen;Datum srpen;Hodnota záøí;Datum záøí;Hodnota øíjen;Datum øíjen;Hodnota listopad;Datum listopad;Hodnota prosinec;Datum prosinec;Hodnota rok;Datum rok;

1961;AVG;-6,1;;-,2;;1;;5,4;;7,1;;11,4;;10,4;;11,1;;8,3;;5,9;;,7;;-5,9;;4,1;;

1961;MAX;,8;07.01.1961;2,5;15.02.1961;7,8;15.03.1961;10,8;16.04.1961;13;07.05.1961;16,5;27.06.1961;14,6;04.07.1961;18,5;11.08.1961;13,9;06.09.1961;13,8;07.10.1961;5,5;11.11.1961;6,4;02.12.1961;18,5;11.08.1961;

1961;MIN;-17;28.01.1961;-7,2;06.02.1961;-3,6;20.03.1961;0;10.04.1961;,4;15.05.1961;6,5;29.06.1961;5,1;26.07.1961;5,4;17.08.1961;1,8;12.09.1961*;,1;16.10.1961;-8,1;23.11.1961;-20,9;26.12.1961;-20,9;26.12.1961;

1962;AVG;-3,9;;-5,6;;-4,5;;4,2;;5,7;;7,9;;9,2;;11,1;;6,3;;2,3;;1,8;;-6,8;;2,3;;

1962;MAX;1,5;21.01.1962;,3;13.02.1962*;6,8;31.03.1962;12,6;18.04.1962;10,4;10.05.1962*;15;25.06.1962;16,6;27.07.1962;16,7;16.08.1962;14,5;07.09.1962;10,5;06.10.1962;8,5;06.11.1962;0;12.12.1962;16,7;16.08.1962;

1962;MIN;-13,5;05.01.1962;-13,4;03.02.1962;-10,7;14.03.1962;-2,7;30.04.1962;-1,3;05.05.1962;1,9;30.06.1962;3;06.07.1962;3,9;31.08.1962;,6;20.09.1962;-4,7;27.10.1962;-3,5;17.11.1962*;-15,8;29.12.1962;-15,8;29.12.1962;

1963;AVG;-13;;-11,6;;-3,7;;3,6;;7,7;;10,9;;11,4;;11,9;;9,1;;3;;3,7;;-8,4;;2,1;;

1963;MAX;-,7;05.01.1963;,2;12.02.1963;2,2;27.03.1963;11,5;17.04.1963;11,9;26.05.1963;18,5;28.06.1963;16;25.07.1963;17,4;04.08.1963;13,5;01.09.1963;9,2;03.10.1963;9,3;05.11.1963;-,8;04.12.1963;18,5;28.06.1963;

1963;MIN;-24,7;30.01.1963;-26,6;05.02.1963;-18,5;02.03.1963;-4,2;09.04.1963;,2;07.05.1963;1,1;03.06.1963;5,3;14.07.1963;6,6;17.08.1963;4,1;28.09.1963;-4,3;16.10.1963;-4,3;25.11.1963;-16;24.12.1963;-26,6;05.02.1963;

1964;AVG;-11,5;;-5,2;;-3,7;;3,5;;7,1;;12,8;;11,7;;10,4;;6,8;;3,9;;1,6;;-3,4;;2,8;;

1964;MAX;0;26.01.1964;3;02.02.1964;3;27.03.1964*;12;20.04.1964;13,3;31.05.1964;16,3;20.06.1964;17;29.07.1964;15,7;18.08.1964;13,2;11.09.1964;10,6;08.10.1964;7,5;15.11.1964;2;19.12.1964;17;29.07.1964;

1964;MIN;-18,4;21.01.1964;-15;14.02.1964;-13;18.03.1964;-4,2;09.04.1964;1,8;17.05.1964;7;11.06.1964;3,9;07.07.1964;2,9;24.08.1964;1;14.09.1964;-2,8;06.10.1964;-3,4;08.11.1964*;-14,3;30.12.1964;-18,4;21.01.1964;

1965;AVG;-4,8;;-8,3;;-2;;2,6;;6,6;;10,7;;12;;9,8;;8,9;;,9;;-2;;-1,8;;2,7;;

1965;MAX;1,3;29.01.1965;1,1;14.02.1965;5,8;29.03.1965;5,7;22.04.1965;15,3;18.05.1965;16;26.06.1965;17,1;16.07.1965;17,5;07.08.1965;14,4;28.09.1965;10,2;05.10.1965;6,5;02.11.1965;2,9;19.12.1965;17,5;07.08.1965;

1965;MIN;-14;07.01.1965;-17,8;10.02.1965;-12,8;09.03.1965;-4,4;02.04.1965;-1,4;03.05.1965;3,2;03.06.1965;5,4;04.07.1965;4,5;31.08.1965;3,8;16.09.1965;-5,7;23.10.1965;-12,1;24.11.1965;-7,5;30.12.1965;-17,8;10.02.1965;

1966;AVG;-7,5;;,1;;-,2;;5,1;;7;;10,5;;11,7;;11,2;;8,3;;8,7;;1,4;;-1,1;;4,6;;

1966;MAX;3,2;02.01.1966;4,5;07.02.1966;4,8;10.03.1966;12;29.04.1966;11,5;05.05.1966*;15,6;19.06.1966;15,6;24.07.1966;16,6;15.08.1966;13,5;03.09.1966;14,5;13.10.1966;10,2;05.11.1966;3,4;19.12.1966;16,6;15.08.1966;

1966;MIN;-18,5;16.01.1966;-7;10.02.1966;-5;31.03.1966;-5,3;04.04.1966;0;31.05.1966;0;01.06.1966;6;30.07.1966;5;10.08.1966;1;20.09.1966;0;30.10.1966*;-4;30.11.1966;-6,9;23.12.1966;-18,5;16.01.1966;

1967;AVG;-5,2;;-2,8;;1,2;;3,8;;7,9;;9,4;;13,3;;11,4;;10,7;;5,4;;-,5;;-4,4;;4,2;;

1967;MAX;1,2;14.01.1967;3,3;04.02.1967;7;09.03.1967;13;10.04.1967;14,1;17.05.1967;17,9;25.06.1967;17,2;03.07.1967;17;03.08.1967;16;04.09.1967;12;03.10.1967;7,7;03.11.1967;6,4;24.12.1967;17,9;25.06.1967;

1967;MIN;-15,5;10.01.1967;-10,8;15.02.1967;-2;17.03.1967;-4;03.04.1967;2;05.05.1967*;3;14.06.1967;9,5;06.07.1967;7,3;22.08.1967;4,3;24.09.1967;-2,5;31.10.1967;-6,8;26.11.1967;-15,6;21.12.1967;-15,6;21.12.1967;

1968;AVG;-7,3;;-1,3;;-,9;;3,1;;6,9;;11;;11,3;;;;;;4,3;;2,7;;-5,7;;;;

1968;MAX;2,2;16.01.1968;4,4;08.02.1968;5,5;21.03.1968;13,5;25.04.1968;13,6;12.05.1968;16;28.06.1968;15,4;06.07.1968;;;;;11,2;13.10.1968;13;03.11.1968;,3;04.12.1968;;;

1968;MIN;-25,2;10.01.1968;-9,6;18.02.1968;-10,5;12.03.1968;-5,8;12.04.1968;,6;09.05.1968;6,1;23.06.1968;5,8;13.07.1968;;;;;-3,9;22.10.1968;-4,6;15.11.1968;-16;31.12.1968;;;

1969;AVG;-7,2;;-4,5;;-2,9;;2,1;;9,7;;10,9;;12,1;;11;;7,4;;3,8;;2;;-7,4;;3,1;;

