Rok;Statistika;Hodnota leden;Datum leden;Hodnota únor;Datum únor;Hodnota bøezen;Datum bøezen;Hodnota duben;Datum duben;Hodnota kvìten;Datum kvìten;Hodnota èerven;Datum èerven;Hodnota èervenec;Datum èervenec;Hodnota srpen;Datum srpen;Hodnota záøí;Datum záøí;Hodnota øíjen;Datum øíjen;Hodnota listopad;Datum listopad;Hodnota prosinec;Datum prosinec;Hodnota rok;Datum rok;

1961;AVG;2,1;;2,1;;2,3;;1,8;;1,9;;1;;1,5;;1,5;;1,2;;2,4;;1,5;;2;;1,8;;

1961;MAX;5,7;03.01.1961*;6;25.02.1961;6,3;28.03.1961;8;22.04.1961;5,7;09.05.1961;4;22.06.1961;3,7;14.07.1961;3,3;11.08.1961;4;02.09.1961;12;07.10.1961;6,7;13.11.1961;6,7;15.12.1961;12;07.10.1961;

1961;MIN;0;16.01.1961;0;14.02.1961*;,3;09.03.1961*;0;02.04.1961*;,3;24.05.1961;0;09.06.1961*;0;03.07.1961*;,3;04.08.1961*;0;13.09.1961*;0;20.10.1961*;0;24.11.1961*;0;08.12.1961;0;16.01.1961*;

1962;AVG;2,4;;3,1;;1,8;;2,4;;1,6;;1,9;;1,2;;1,5;;2;;,9;;2,8;;2;;2;;

1962;MAX;6;09.01.1962*;15;17.02.1962;8,7;09.03.1962;9;17.04.1962;3,7;15.05.1962*;4,7;05.06.1962*;5,7;13.07.1962;6,7;07.08.1962;5,3;13.09.1962;2,7;06.10.1962;14;06.11.1962;6,7;15.12.1962;15;17.02.1962;

1962;MIN;0;03.01.1962*;,3;01.02.1962;,3;02.03.1962*;,3;25.04.1962*;0;06.05.1962*;0;23.06.1962;0;20.07.1962;,3;02.08.1962*;0;21.09.1962*;0;28.10.1962;0;12.11.1962*;0;02.12.1962*;0;03.01.1962*;

1963;AVG;2,7;;2,3;;1,9;;2,5;;1,3;;2,2;;,9;;1,7;;1,6;;1,8;;2,1;;2,1;;1,9;;

1963;MAX;11;15.01.1963;11;11.02.1963;4,7;16.03.1963;8,3;10.04.1963;2,7;29.05.1963;8;05.06.1963;2;14.07.1963*;4,7;04.08.1963;5,7;30.09.1963;12;31.10.1963;7;22.11.1963;11;25.12.1963;12;31.10.1963;

1963;MIN;0;20.01.1963*;0;04.02.1963*;,7;01.03.1963*;0;18.04.1963;,3;24.05.1963;,3;13.06.1963;0;10.07.1963*;,7;02.08.1963*;0;03.09.1963*;0;09.10.1963*;0;16.11.1963*;0;14.12.1963*;0;20.01.1963*;

1964;AVG;1,9;;3,2;;1,6;;2,6;;1,6;;1,3;;1,1;;1,2;;1,3;;1,5;;2,2;;1,6;;1,8;;

1964;MAX;6;11.01.1964*;10;05.02.1964;5,3;09.03.1964;15;19.04.1964;5;05.05.1964;6;30.06.1964;4,7;01.07.1964;4;02.08.1964;3,3;17.09.1964;4,7;20.10.1964*;9;25.11.1964;4;24.12.1964;15;19.04.1964;

1964;MIN;0;18.01.1964*;,3;13.02.1964*;0;26.03.1964*;,3;27.04.1964;,3;18.05.1964*;,3;07.06.1964;0;03.07.1964*;0;07.08.1964*;0;25.09.1964*;0;14.10.1964*;0;02.11.1964*;0;01.12.1964*;0;18.01.1964*;

1965;AVG;2,2;;3,2;;1,4;;1,5;;1,8;;2;;1,7;;1,4;;2,5;;,8;;2,6;;1,8;;1,9;;

